type,lemma,full,gloss,freq,diff,alphabetical,fgroup,,,,,,
Noun,ἐσθής,"ἐσθής, -ῆτος, ἡ",clothing,8,50,erhgr,8,,,,,,
Adjective,εὐλογητός,"εὐλογητός, -ή, -όν","well spoken of, blessed",8,50,etkocgsor,8,,,,,,
Noun,εὐνοῦχος,"εὐνοῦχος, -ου, ὁ",a eunuch,8,50,etmotvor,8,,,,,,
Proper Noun,ζηλωτής,"ζηλωτής, -οῦ, ὁ",Zealot,8,50,fgkxsgr,8,,,,,,
Noun,ζιζάνιον,"ζιζάνιον, -ου, τό",a tare,8,50,fifamiom,8,,,,,,
Noun,ζώνη,"ζώνη, -ης, ἡ",a belt,8,50,fxmg,8,,,,,,
Noun,ἡλικία,"ἡλικία, -ας, ἡ","maturity, age",8,50,gkijia,8,,,,,,
Verb,θησαυρίζω,θησαυρίζω,"to lay up, store up, treasure",8,50,hgratqifx,8,,,,,,
Adjective,ἴσος,"ἴσος, -η, -ον",equal,8,50,iror,8,,,,,,
Verb,καλύπτω,καλύπτω,to cover,8,50,jaktpsx,8,,,,,,
Noun,κάμηλος,"κάμηλος, -ου, ὁ",camel,8,50,jalgkor,8,,,,,,
Verb,καρποφορέω,καρποφορέω,to bear fruit,8,50,jaqpouoqex,8,,,,,,
Preposition,κατέναντι,κατέναντι,"over against, opposite",8,50,jasemamsi,8,,,,,,
Verb,κατηχέω,κατηχέω,to teach by word of mouth,8,50,jasgvex,8,,,,,,
Proper Noun,Κιλικία,"Κιλικία, -ας, ἡ",Cilicia,8,50,jikijia,8,,,,,,
Verb,κινέω,κινέω,to move,8,50,jimex,8,,,,,,
Verb,κοινωνέω,κοινωνέω,to have a share of,8,50,joimxmex,8,,,,,,
Verb,κόπτω,κόπτω,"to strike, smite",8,50,jopsx,8,,,,,,
Noun,κοράσιον,"κοράσιον, -ου, τό",a girl,8,50,joqariom,8,,,,,,
Proper Noun,Κορνήλιος,"Κορνήλιος, -ου, ὁ",Cornelius,8,50,joqmgkior,8,,,,,,
Adverb,κύκλος,κύκλῳ,"in a circle, round about",8,50,jtjkor,8,,,,,,
Proper Noun,Λευί,"Λευί, -Λευίς",Levi,8,50,keti,8,,,,,,
Adjective,μακρός,"μακρός, -ά, -όν","long, far distant",8,50,lajqor,8,,,,,,
Proper Noun,Μᾶρκος,"Μᾶρκος, -ου, ὁ",Mark,8,50,laqjor,8,,,,,,
Verb,μεγαλύνω,μεγαλύνω,"to make or declare great, enlarge, exalt",8,50,lecaktmx,8,,,,,,
Verb,μεθερμηνεύω,μεθερμηνεύω,"to translate, to interpret",8,50,leheqlgmetx,8,,,,,,
Proper Noun,Μελχισέδεκ,"Μελχισέδεκ, ὁ",Melchizedek,8,50,lekviredej,8,,,,,,
Particle,μέντοι,μέντοι,"yet, however",8,50,lemsoi,8,,,,,,
Verb,μετέχω,μετέχω,"to partake of, share in",8,50,lesevx,8,,,,,,
Noun,μέτωπον,"μέτωπον, -ου, τό",the forehead,8,50,lesxpom,8,,,,,,
Noun,μνῆμα,"μνῆμα, -τος, τό","grave, tomb",8,50,lmgla,8,,,,,,
Noun,μυριάς,"μυριάς, -άδος, ἡ","ten thousand, a myriad",8,50,ltqiar,8,,,,,,
Noun,νύμφη,"νύμφη, -ης, ἡ","a bride, a young woman",8,50,mtlug,8,,,,,,
Proper Noun,Νῶε,"Νῶε, ὁ",Noah,8,50,mxe,8,,,,,,
Adjective,ξηρός,"ξηρός, -ά, -όν","dry, withered",8,50,ngqor,8,,,,,,
Adjective,ὀκτώ,ὀκτώ,eight,8,50,ojsx,8,,,,,,
Adjective,ὀξύς,"ὀξύς, -εῖα, -ύ","sharp, swift",8,50,ontr,8,,,,,,
Verb,ὀργίζω,ὀργίζομαι,to make angry,8,50,oqcifx,8,,,,,,
Verb,ὁρίζω,ὁρίζω,"to mark off by boundaries, to determine",8,50,oqifx,8,,,,,,
Adjective,ὅσιος,"ὅσιος, -α, -ον","righteous, pious, holy",8,50,orior,8,,,,,,
Noun,ὀσφύς,"ὀσφύς, -ύος, ἡ",the loin,8,50,orutr,8,,,,,,
Adverb,πάντως,πάντως,"altogether, by all means",8,50,pamsxr,8,,,,,,
Noun,πατρίς,"πατρίς, -ίδος, ἡ","of one's fathers, fatherland",8,50,pasqir,8,,,,,,
Verb,περιτίθημι,περιτίθημι,to place around,8,50,peqisihgli,8,,,,,,
Verb,πορνεύω,πορνεύω,to commit fornication,8,50,poqmetx,8,,,,,,
Noun,πραιτώριον,"πραιτώριον, -ου, τό",headquarters (in a Rom. camp),8,50,pqaisxqiom,8,,,,,,
Verb,προΐστημι,προΐστημι,"to put before, to set over, to rule",8,50,pqoirsgli,8,,,,,,
Verb,προσκόπτω,προσκόπτω,"to strike a against, to stumble",8,50,pqorjopsx,8,,,,,,
Verb,προσπίπτω,προσπίπτω,"to fall upon, fall prostrate before",8,50,pqorpipsx,8,,,,,,
Adjective,πρωτότοκος,"πρωτότοκος, -ον",first-born,8,50,pqxsosojor,8,,,,,,
Verb,ῥίπτω,ῥίπτω,"to throw, cast, to throw off, toss",8,50,qipsx,8,,,,,,
Proper Noun,Ῥώμη,"Ῥώμη, -ης, ἡ",Rome,8,50,qxlg,8,,,,,,
Adjective,σαπρός,"σαπρός, -ά, -όν","rotten, worthless",8,50,rapqor,8,,,,,,
Noun,στράτευμα,"στράτευμα, -τος, τό","an expedition, an army, a company of soldiers",8,50,rsqasetla,8,,,,,,
Verb,συγκαλέω,συγκαλέω,to call together,8,50,rtcjakex,8,,,,,,
Verb,συλλέγω,συλλέγω,"to collect, gather",8,50,rtkkecx,8,,,,,,
Verb,συμβαίνω,συμβαίνω,"to come together, to come to pass, happen",8,50,rtlbaimx,8,,,,,,
Noun,συμβούλιον,"συμβούλιον, -ου, τό","counsel, a council",8,50,rtlbotkiom,8,,,,,,
Proper Noun,Συρία,"Συρία, -ας, ἡ",Syria,8,50,rtqia,8,,,,,,
Noun,σχίσμα,"σχίσμα, -τος, τό","a tear, division",8,50,rvirla,8,,,,,,
Verb,τάσσω,τάσσω,"to arrange, appoint, order",8,50,sarrx,8,,,,,,
Noun,τάχος,"τάχος, -ους, τό",speed,8,50,savor,8,,,,,,
Noun,τεκνίον,"τεκνίον, -ου, τό",a little child,8,50,sejmiom,8,,,,,,
Noun,ὑπερβολή,"ὑπερβολή, -ῆς, ἡ","excess, superiority, surpassing greatness",8,50,tpeqbokg,8,,,,,,
Adjective,φαῦλος,"φαῦλος, -η, -ον","worthless, bad",8,50,uatkor,8,,,,,,
Noun,χάραγμα,"χάραγμα, -τος, τό","a stamp, impress",8,50,vaqacla,8,,,,,,
Verb,ἀγανακτέω,ἀγανακτέω,to be indignant,7,50,acamajsex,7,,,,,,
Noun,ἀγέλη,"ἀγέλη, -ης, ἡ",a herd,7,50,acekg,7,,,,,,
Verb,ἁγνίζω,ἁγνίζω,"to purify, cleanse from defilement",7,50,acmifx,7,,,,,,
Adverb,ἀεί,ἀεί,"always, ever, unceasingly",7,50,aei,7,,,,,,
Noun,ἀήρ,"ἀήρ, -έρος, ὁ",air,7,50,agq,7,,,,,,
Adjective,ἄκαρπος,"ἄκαρπος, -ον",unfruitful,7,50,ajaqpor,7,,,,,,
Adjective,ἀνθρώπινος,"ἀνθρώπινος, -η, -ον",human,7,50,amhqxpimor,7,,,,,,
Verb,ἀνταποδίδωμι,ἀνταποδίδωμι,"to recompense, repay",7,50,amsapodidxli,7,,,,,,
Verb,ἀξιόω,ἀξιόω,to consider worthy,7,50,aniox,7,,,,,,
Noun,ἀπάτη,"ἀπάτη, -ης, ἡ","deceit, deceitfulness",7,50,apasg,7,,,,,,
Noun,ἀπείθεια,"ἀπείθεια, -ας, ἡ",disobedience,7,50,apeiheia,7,,,,,,
Verb,ἀποδέχομαι,ἀποδέχομαι,"to receive gladly, welcome",7,50,apodevolai,7,,,,,,
Verb,ἀπολείπω,ἀπολείπω,"to leave, leave behind, abandon",7,50,apokeipx,7,,,,,,
Verb,ἀτιμάζω,ἀτιμάζω,to dishonor,7,50,asilafx,7,,,,,,
Noun,ἀτιμία,"ἀτιμία, -ας, ἡ",dishonor,7,50,asilia,7,,,,,,
Noun,ἀφθαρσία,"ἀφθαρσία, -ας, ἡ","incorruptibility, immortality",7,50,auhaqria,7,,,,,,
Noun,ἀφορμή,"ἀφορμή, -ῆς, ἡ","an occasion, opportunity",7,50,auoqlg,7,,,,,,
Proper Noun,Βεελζεβούλ,"Βεελζεβούλ, ὁ",Beelzebul,7,50,beekfebotk,7,,,,,,
Proper Noun,Βηθσαϊδά,"Βηθσαϊδά, ἡ",Bethsaida,7,50,bghraida,7,,,,,,
Adjective,βραχύς,"βραχύς, -εια, -ύ","short, little",7,50,bqavtr,7,,,,,,
Verb,βρέχω,βρέχω,"to send rain, to rain, to wet",7,50,bqevx,7,,,,,,
Noun,βρυγμός,"βρυγμός, -οῦ, ὁ","a biting, a gnashing of teeth",7,50,bqtclor,7,,,,,,
Verb,γαμίζω,γαμίζω,to give in marriage,7,50,califx,7,,,,,,
Adjective,δέκατος,"δέκατος, -η, -ον",tenth,7,50,dejasor,7,,,,,,
Verb,δηλόω,δηλόω,"to make clear, declare",7,50,dgkox,7,,,,,,
Verb,διαστρέφω,διαστρέφω,"to distort, pervert, misinterpret, corrupt",7,50,diarsqeux,7,,,,,,
Verb,διατίθημι,διατίθημι,"to grant, dispose of by a will",7,50,diasihgli,7,,,,,,
Noun,δοκιμή,"δοκιμή, -ῆς, ἡ","proof, approval",7,50,dojilg,7,,,,,,
Adjective,δόκιμος,"δόκιμος, -ον","tested, approved",7,50,dojilor,7,,,,,,
Noun,δῶμα,"δῶμα, -τος, τό","a house, a housetop",7,50,dxla,7,,,,,,
Adverb,ἑβραϊστί,Ἑβραϊστί,a Hebrew,7,50,ebqairsi,7,,,,,,
Verb,ἐγκαλέω,ἐγκαλέω,"to accuse, bring a charge",7,50,ecjakex,7,,,,,,
Noun,εἰδωλολάτρης,"εἰδωλολάτρης, -ου, ὁ","an image worshiper, idolater",7,50,eidxkokasqgr,7,,,,,,
Verb,ἐκζητέω,ἐκζητέω,"to seek out, inquire",7,50,ejfgsex,7,,,,,,
Noun,ἐκλογή,"ἐκλογή, -ῆς, ἡ","a (divine) selection, choice",7,50,ejkocg,7,,,,,,
Noun,ἔκστασις,"ἔκστασις, -εως, ἡ","bewilderment, ecstasy, astonishment",7,50,ejrsarir,7,,,,,,
Verb,ἐλευθερόω,ἐλευθερόω,"to set free, exempt (from liability)",7,50,eketheqox,7,,,,,,
Verb,ἐμπίπτω,ἐμπίπτω,to fall into,7,50,elpipsx,7,,,,,,
Verb,ἐνδυναμόω,ἐνδυναμόω,"to strengthen, empower",7,50,emdtmalox,7,,,,,,
Verb,ἔνειμι,ἔνειμι,"to be in, within",7,50,emeili,7,,,,,,
Verb,ἐνίστημι,ἐνίστημι,to be present,7,50,emirsgli,7,,,,,,
Adjective,ἐπίγειος,"ἐπίγειος, -ον","of the earth, earthly",7,50,epiceior,7,,,,,,
Verb,ἐπιδείκνυμι,ἐπιδείκνυμι,"to show, to prove",7,50,epideijmtli,7,,,,,,
Verb,ἐπίκειμαι,ἐπίκειμαι,to lie on,7,50,epijeilai,7,,,,,,
Noun,ἐπιστάτης,"ἐπιστάτης, -ου, ὁ","a chief, commander, master",7,50,epirsasgr,7,,,,,,
Noun,ἐπιταγή,"ἐπιταγή, -ῆς, ἡ","a command, commandment",7,50,episacg,7,,,,,,
Verb,ἐποικοδομέω,ἐποικοδομέω,to build upon,7,50,epoijodolex,7,,,,,,
Noun,ἐριθεία,"ἐριθεία, -ας, ἡ","rivalry, ambition",7,50,eqiheia,7,,,,,,
Adjective,εὔκοπος,εὔκοπος,?,7,50,etjopor,7,,,,,,
Verb,εὔχομαι,εὔχομαι,to pray,7,50,etvolai,7,,,,,,
Noun,ζήτησις,"ζήτησις, -εως, ἡ","a debate, controversy, discussion",7,50,fgsgrir,7,,,,,,
Adjective,ἡμέτερος,"ἡμέτερος, -α, -ον",our,7,50,gleseqor,7,,,,,,
Noun,θάμβος,"θάμβος, -ους, τό",amazement,7,50,halbor,7,,,,,,
Verb,θαρσέω,θαρσέω,to be of good courage,7,50,haqrex,7,,,,,,
Noun,θεῖον,"θεῖον, -ου, τό",brimstone,7,50,heiom,7,,,,,,
Noun,θόρυβος,"θόρυβος, -ου, ὁ","an uproar, riot",7,50,hoqtbor,7,,,,,,
Noun,ἰατρός,"ἰατρός, -οῦ, ὁ",a physician,7,50,iasqor,7,,,,,,
Proper Noun,Ἰεριχώ,"Ἰεριχώ, ἡ","Jericho, a city of Pal.",7,50,ieqivx,7,,,,,,
Noun,καθαρισμός,"καθαρισμός, -οῦ, ὁ","a cleansing, purification",7,50,jahaqirlor,7,,,,,,
Verb,καθέζομαι,καθέζομαι,to sit down,7,50,jahefolai,7,,,,,,
Verb,καταπίνω,καταπίνω,"to drink down, swallow",7,50,jasapimx,7,,,,,,
Noun,κόκκος,"κόκκος, -ου, ὁ","a grain, seed",7,50,jojjor,7,,,,,,
Verb,κρεμάννυμι,κρεμάννυμι,to hang,7,50,jqelammtli,7,,,,,,
Verb,κτάομαι,κτάομαι,to acquire,7,50,jsaolai,7,,,,,,
Verb,κυριεύω,κυριεύω,"to be lord over, rule",7,50,jtqietx,7,,,,,,
Verb,λάμπω,λάμπω,to shine,7,50,kalpx,7,,,,,,
Verb,λιθοβολέω,λιθοβολέω,"to pelt with stones, to stone",7,50,kihobokex,7,,,,,,
Verb,μαστιγόω,μαστιγόω,to scourge,7,50,larsicox,7,,,,,,
Verb,μεταλαμβάνω,μεταλαμβάνω,"to partake of, share",7,50,lesakalbamx,7,,,,,,
Noun,μνεία,"μνεία, -ας, ἡ","remembrance, mention",7,50,lmeia,7,,,,,,
Noun,μοιχαλίς,"μοιχαλίς, -ίδος, ἡ",an adulteress,7,50,loivakir,7,,,,,,
Noun,νότος,"νότος, -ου, ὁ","the south wind, south",7,50,mosor,7,,,,,,
Adverb,ὄπισθεν,ὄπισθεν,"behind, after",7,50,opirhem,7,,,,,,
Noun,ὀφειλέτης,"ὀφειλέτης, -ου, ὁ",a debtor,7,50,oueikesgr,7,,,,,,
Adverb,πάλαι,πάλαι,"long ago, of old",7,50,pakai,7,,,,,,
Adverb,πανταχοῦ,πανταχοῦ,everywhere,7,50,pamsavot,7,,,,,,
Noun,παράβασις,"παράβασις, -εως, ἡ","a going aside, a transgression",7,50,paqabarir,7,,,,,,
Adjective,πεντήκοντα,πεντήκοντα,fifty,7,50,pemsgjomsa,7,,,,,,
Verb,περιβλέπω,περιβλέπομαι,to look around,7,50,peqibkepx,7,,,,,,
Verb,πνέω,πνέω,to blow,7,50,pmex,7,,,,,,
Verb,πολεμέω,πολεμέω,to wage war,7,50,pokelex,7,,,,,,
Noun,πονηρία,"πονηρία, -ας, ἡ","iniquity, wickedness",7,50,pomgqia,7,,,,,,
Adjective,ποταπός,"ποταπός, -ή, -όν",from what country? what kind of?,7,50,posapor,7,,,,,,
Verb,πρέπω,πρέπω,"to be clearly seen, to be fitting, proper",7,50,pqepx,7,,,,,,
Verb,προσμένω,προσμένω,"to wait longer, remain",7,50,pqorlemx,7,,,,,,
Verb,προστάσσω,προστάσσω,"to command, order",7,50,pqorsarrx,7,,,,,,
Verb,προσφωνέω,προσφωνέω,to call to,7,50,pqoruxmex,7,,,,,,
Noun,πτῶμα,"πτῶμα, -τος, τό","dead body, corpse",7,50,psxla,7,,,,,,
Verb,ῥήγνυμι,ῥήγνυμι,"to break apart, throw down, dash",7,50,qgcmtli,7,,,,,,
Noun,ῥομφαία,"ῥομφαία, -ας, ἡ",a sword,7,50,qoluaia,7,,,,,,
Adjective,σαρκικός,"σαρκικός, -ή, -όν","fleshly, carnal",7,50,raqjijor,7,,,,,,
Proper Noun,Σιών,"Σιών, ἡ",Zion,7,50,rixm,7,,,,,,
Noun,σκιά,"σκιά, -ᾶς, ἡ",shadow,7,50,rjia,7,,,,,,
Noun,σπεῖρα,"σπεῖρα, -ης, ἡ",cohort,7,50,rpeiqa,7,,,,,,
Noun,στοιχεῖον,στοιχεῖον,"elementary principles, elements",7,50,rsoiveiom,7,,,,,,
Verb,στρατεύω,στρατεύομαι,"to make war, hence to serve as a soldier",7,50,rsqasetx,7,,,,,,
Verb,συγχαίρω,συγχαίρω,to rejoice with,7,50,rtcvaiqx,7,,,,,,
Verb,συμβιβάζω,συμβιβάζω,"to hold together, to instruct",7,50,rtlbibafx,7,,,,,,
Proper Noun,Συμεών,"Συμεών, ὁ",Simeon,7,50,rtlexm,7,,,,,,
Verb,συνανάκειμαι,συνανάκειμαι,to recline with (at table),7,50,rtmamajeilai,7,,,,,,
Noun,σύνεσις,"σύνεσις, -εως, ἡ","understanding, insight",7,50,rtmerir,7,,,,,,
Verb,συντρίβω,συντρίβω,"to break in pieces, crush",7,50,rtmsqibx,7,,,,,,
Noun,ταπεινοφροσύνη,"ταπεινοφροσύνη, -ης, ἡ","lowliness of mind, humility",7,50,sapeimouqortmg,7,,,,,,
Noun,τάφος,"τάφος, -ου, ὁ","a grave, tomb",7,50,sauor,7,,,,,,
Noun,τράχηλος,"τράχηλος, -ου, ὁ",the neck,7,50,sqavgkor,7,,,,,,
Verb,ὑπομιμνῄσκω,ὑπομιμνῄσκω,"to remind, remember",7,50,tpolilmgrjx,7,,,,,,
Noun,ὑποπόδιον,"ὑποπόδιον, -ου, τό",a footstool,7,50,tpopodiom,7,,,,,,
Verb,φθάνω,φθάνω,"to come before (another), anticipate, arrive",7,50,uhamx,7,,,,,,
Noun,φίλημα,"φίλημα, -τος, τό",a kiss,7,50,uikgla,7,,,,,,
Verb,φιμόω,φιμόω,"to muzzle, to put to silence",7,50,uilox,7,,,,,,
Noun,φλόξ,"φλόξ, -φλογός, ἡ",a flame,7,50,ukon,7,,,,,,
Noun,φονεύς,"φονεύς, -έως, ὁ",a murderer,7,50,uometr,7,,,,,,
Noun,φρέαρ,"φρέαρ, -ατος, τό",a well,7,50,uqeaq,7,,,,,,
Verb,φυσιόω,φυσιόω,"to puff or blow up, be arrogant",7,50,utriox,7,,,,,,
Verb,χαλάω,χαλάω,"to slacken, let down",7,50,vakax,7,,,,,,
Noun,χεῖλος,"χεῖλος, -ους, τό","a lip, an edge",7,50,veikor,7,,,,,,
Adjective,χρηστός,"χρηστός, -ή, -όν","good, kind",7,50,vqgrsor,7,,,,,,
Noun,ψαλμός,"ψαλμός, -οῦ, ὁ","a psalm, Psalm",7,50,waklor,7,,,,,,
Noun,ᾠδή,"ᾠδή, -ῆς, ἡ","a song, ode",7,50,xdg,7,,,,,,
Noun,ἀγών,"ἀγών, -ῶνος, ὁ","a struggle, fight",6,50,acxm,6,,,,,,
Noun,αἰγιαλός,"αἰγιαλός, -οῦ, ὁ","the seashore, beach",6,50,aiciakor,6,,,,,,
Noun,αἰσχύνη,"αἰσχύνη, -ης, ἡ",shame,6,50,airvtmg,6,,,,,,
Noun,ἄκρον,"ἄκρον, -ου, τό","high point, boundary",6,50,ajqom,6,,,,,,
Proper Noun,Ἀκύλας,Ἀκύλας,Aquila,6,50,ajtkar,6,,,,,,
Proper Noun,Ἀλέξανδρος,"Ἀλέξανδρος, -ου, ὁ",Alexander,6,50,akenamdqor,6,,,,,,
Verb,ἀλλάσσω,ἀλλάσσω,to change,6,50,akkarrx,6,,,,,,
Noun,ἀνάθεμα,"ἀνάθεμα, -τος, τό","a votive offering, that which is accursed",6,50,amahela,6,,,,,,
Verb,ἀναμιμνῄσκω,ἀναμιμνῄσκω,"to remind, remember",6,50,amalilmgrjx,6,,,,,,
Verb,ἀναπληρόω,ἀναπληρόω,"to fill up, fulfill",6,50,amapkgqox,6,,,,,,
Adjective,ἀνόητος,"ἀνόητος, -ον",foolish,6,50,amogsor,6,,,,,,
Adjective,ἀνυπόκριτος,"ἀνυπόκριτος, -ον","sincere, without hypocrisy, genuine",6,50,amtpojqisor,6,,,,,,
Adverb,ἀξίως,ἀξίως,worthily,6,50,anixr,6,,,,,,
Adjective,ἀπειθής,"ἀπειθής, -ές",disobedient,6,50,apeihgr,6,,,,,,
Verb,ἀποδημέω,ἀποδημέω,"to go abroad, go on a journey",6,50,apodglex,6,,,,,,
Noun,ἀποθήκη,"ἀποθήκη, -ης, ἡ","a storehouse, barn",6,50,apohgjg,6,,,,,,
Verb,ἀποκόπτω,ἀποκόπτω,to cut off,6,50,apojopsx,6,,,,,,
Verb,ἀπορέω,ἀπορέω,"to be at a loss, be perplexed",6,50,apoqex,6,,,,,,
Verb,ἀποστερέω,ἀποστερέω,"to defraud, deprive of",6,50,aporseqex,6,,,,,,
Verb,ἀποτάσσω,ἀποτάσσομαι,"to set apart, take leave of",6,50,aposarrx,6,,,,,,
Verb,ἀποφέρω,ἀποφέρω,"to carry off, bear away",6,50,apoueqx,6,,,,,,
Verb,ἀπωθέω,ἀπωθέομαι,"to reject, repudiate",6,50,apxhex,6,,,,,,
Noun,ἀσέβεια,"ἀσέβεια, -ας, ἡ","ungodliness, impiety",6,50,arebeia,6,,,,,,
Adjective,βάρβαρος,"βάρβαρος, -ον","barbarous, barbarian",6,50,baqbaqor,6,,,,,,
Verb,βαρέω,βαρέω,"to burden, weigh down",6,50,baqex,6,,,,,,
Noun,βάρος,"βάρος, -ους, τό","burden, weight",6,50,baqor,6,,,,,,
Adjective,βαρύς,"βαρύς, -εῖα, -ύ","heavy, burdensome",6,50,baqtr,6,,,,,,
Noun,βασανισμός,"βασανισμός, -οῦ, ὁ",torment,6,50,baramirlor,6,,,,,,
Noun,βάτος,"βάτος, -ου, ὁ",a bath (a liquid measure),6,50,basor,6,,,,,,
Noun,βδέλυγμα,"βδέλυγμα, -τος, τό","a detestable thing, abomination",6,50,bdektcla,6,,,,,,
Verb,βουλεύω,βουλεύομαι,"to take counsel, deliberate, resolve",6,50,botketx,6,,,,,,
Noun,διάλεκτος,"διάλεκτος, -ου, ἡ","speech, language",6,50,diakejsor,6,,,,,,
Verb,διαπεράω,διαπεράω,to cross over,6,50,diapeqax,6,,,,,,
Verb,διαφθείρω,διαφθείρω,"to destroy utterly, to spoil, corrupt",6,50,diauheiqx,6,,,,,,
Noun,διαφθορά,"διαφθορά, -ᾶς, ἡ","decay, corruption",6,50,diauhoqa,6,,,,,,
Verb,διεγείρω,διεγείρω,"to arouse completely, stir up",6,50,dieceiqx,6,,,,,,
Verb,διερμηνεύω,διερμηνεύω,"to translate, interpret",6,50,dieqlgmetx,6,,,,,,
Adverb,δίς,δίς,twice,6,50,dir,6,,,,,,
Noun,δοκός,"δοκός, -οῦ, ἡ","a beam of timber, log",6,50,dojor,6,,,,,,
Verb,ἐγκακέω,ἐγκακέω,to lose heart,6,50,ecjajex,6,,,,,,
Verb,ἐγκεντρίζω,ἐγκεντρίζω,"to ingraft, graft in",6,50,ecjemsqifx,6,,,,,,
Adverb,εἰκῇ,εἰκῇ,"without cause or reason, vainly",6,50,eijg,6,,,,,,
Conjunction,εἴπερ,εἴπερ,if perhaps,6,50,eipeq,6,,,,,,
Verb,ἐκδέχομαι,ἐκδέχομαι,"to await, expect",6,50,ejdevolai,6,,,,,,
Verb,ἐκδικέω,ἐκδικέω,"to vindicate, to avenge",6,50,ejdijex,6,,,,,,
Verb,ἐκδύω,ἐκδύω,"to take off, to put off",6,50,ejdtx,6,,,,,,
Verb,ἐμπτύω,ἐμπτύω,to spit upon,6,50,elpstx,6,,,,,,
Adjective,ἕνδεκα,ἕνδεκα,eleven,6,50,emdeja,6,,,,,,
Verb,ἐξαπατάω,ἐξαπατάω,"to seduce wholly, deceive",6,50,enapasax,6,,,,,,
Adverb,ἐξαυτῆς,ἐξαυτῆς,"at once, forthwith, immediately",6,50,enatsgr,6,,,,,,
Verb,ἐξηγέομαι,ἐξηγέομαι,"to relate, explain",6,50,engceolai,6,,,,,,
Verb,ἐπαινέω,ἐπαινέω,to praise,6,50,epaimex,6,,,,,,
Verb,ἐπιβαίνω,ἐπιβαίνω,"to go aboard, to set foot, embark",6,50,epibaimx,6,,,,,,
Noun,ἐπιφάνεια,"ἐπιφάνεια, -ας, ἡ","appearance, appearing",6,50,epiuameia,6,,,,,,
Noun,ἐργασία,"ἐργασία, -ας, ἡ","profit, business, work",6,50,eqcaria,6,,,,,,
